Stoked Sparksurfer,Electric,Special,Alolan Raichu-exclusive Electric type Z-Move.,175,-,1,,,7
Stomp,Normal,Physical,May cause flinching.,65,100,20,,30,1
Stone Edge,Rock,Physical,High critical hit ratio.,100,80,5,TM71,-,4
Storm Throw,Fighting,Physical,Always results in a critical hit.,60,100,10,,-,5
Strength,Normal,Physical,,80,100,15,,-,1
Struggle,Normal,Physical,Only usable when all PP are gone. Hurts the user.,50,100,-,,-,1
Stun Spore,Grass,Status,Paralyzes opponent.,-,75,30,,-,1
Submission,Fighting,Physical,User receives recoil damage.,80,80,20,,-,1
Substitute,Normal,Status,Uses HP to creates a decoy that takes hits.,-,-,10,TM90,-,1
Subzero Slammer,Ice,Z-Move,Ice type Z-Move.,-,-,1,,,7
Sunny Day,Fire,Status,Makes it sunny for 5 turns.,-,-,5,TM11,-,2
Supersonic,Normal,Status,Confuses opponent.,-,55,20,,-,1
Supersonic Skystrike,Flying,Z-Move,Flying type Z-Move.,-,-,1,,,7
Surf,Water,Special,Hits all adjacent Pokémon.,90,100,15,TM94,-,1
Sweet Kiss,Fairy,Status,Confuses opponent.,-,75,10,,-,2
Swift,Normal,Special,Ignores Accuracy and Evasiveness.,60,∞,20,,-,1
Switcheroo,Dark,Status,Swaps held items with the opponent.,-,100,15,,-,4
Synchronoise,Psychic,Special,Hits any Pokémon that shares a type with the user.,120,100,15,,-,5
Synthesis,Grass,Status,User recovers HP. Amount varies with the weather.,-,-,5,,-,2
Tackle,Normal,Physical,,40,100,35,,-,1
Tail Slap,Normal,Physical,Hits 2-5 times in one turn.,25,85,10,,-,5
Tailwind,Flying,Status,Doubles Speed for 4 turns.,-,-,30,,-,4
Take Down,Normal,Physical,User receives recoil damage.,90,85,20,,-,1
Taunt,Dark,Status,Opponent can only use moves that attack.,-,100,20,TM12,-,3
Techno Blast,Normal,Special,Type depends on the Drive being held.,120,100,5,,-,5
Tectonic Rage,Ground,Z-Move,Ground type Z-Move.,-,-,1,,,7
Teeter Dance,Normal,Status,Confuses all Pokémon.,-,100,20,,-,3
Teleport,Psychic,Status,Allows user to flee wild battles; also warps player to last PokéCenter.,-,-,20,,-,1
Thousand Arrows,Ground,Physical,Makes Flying-type Pokémon vulnerable to Ground moves.,90,100,10,,-,6
Thousand Waves,Ground,Physical,Opponent cannot flee or switch.,90,100,10,,-,6
Thrash,Normal,Physical,User attacks for 2-3 turns but then becomes confused.,120,100,10,,-,1
Throat Chop,Dark,Physical,Prevents use of sound moves for two turns.,80,100,15,,,7
Thunder,Electric,Special,May paralyze opponent.,110,70,10,TM25,30,1
Thunder Fang,Electric,Physical,May cause flinching and/or paralyze opponent.,65,95,15,,10,4
Thunder Punch,Electric,Physical,May paralyze opponent.,75,100,15,,10,1
Thunder Shock,Electric,Special,May paralyze opponent.,40,100,30,,10,1
Thunder Wave,Electric,Status,Paralyzes opponent.,-,90,20,TM73,100,1
Thunderbolt,Electric,Special,May paralyze opponent.,90,100,15,TM24,10,1
Topsy-Turvy,Dark,Status,Reverses stat changes of opponent.,-,-,20,,-,6
Torment,Dark,Status,Opponent cannot use the same move in a row.,-,100,15,TM41,-,3
Toxic,Poison,Status,Badly poisons opponent.,-,90,10,TM06,-,1
Toxic Spikes,Poison,Status,Poisons opponents when they switch into battle.,-,-,20,,-,4
Transform,Normal,Status,User takes on the form and attacks of the opponent.,-,-,10,,-,1
Trick,Psychic,Status,Swaps held items with the opponent.,-,100,10,,-,3
Trick Room,Psychic,Status,Slower Pokémon move first in the turn for 5 turns.,-,-,5,TM92,-,4
Trick-or-Treat,Ghost,Status,Adds Ghost type to opponent.,-,100,20,,-,6
Triple Kick,Fighting,Physical,Hits thrice in one turn at increasing power.,10,90,10,,-,2
Twineedle,Bug,Physical,Hits twice in one turn. May poison opponent.,25,100,20,,20,1
Twinkle Tackle,Fairy,Z-Move,Fairy type Z-Move.,-,-,1,,,7
Twister,Dragon,Special,May cause flinching. Hits Pokémon using Fly/Bounce with double power.,40,100,20,,20,2
Uproar,Normal,Special,User attacks for 3 turns and prevents sleep.,90,100,10,,-,3
U-turn,Bug,Physical,User switches out immediately after attacking.,70,100,20,TM89,-,4
Vacuum Wave,Fighting,Status,User attacks first.,40,100,30,,-,4
Venoshock,Poison,Special,Inflicts double damage if the target is poisoned.,65,100,10,TM09,-,5
Vice Grip,Normal,Physical,,55,100,30,,-,1
Vine Whip,Grass,Physical,,45,100,25,,-,1
Volt Switch,Electric,Special,User must switch out after attacking.,70,100,20,TM72,-,5
Volt Tackle,Electric,Physical,User receives recoil damage. May paralyze opponent.,120,100,15,,10,3
Water Gun,Water,Special,,40,100,25,,-,1
Water Pledge,Water,Special,Added effects appear if preceded by Fire Pledge or succeeded by Grass Pledge.,80,100,10,,-,5
Water Pulse,Water,Special,May confuse opponent.,60,100,20,,20,3
Water Shuriken,Water,Special,Hits 2-5 times in one turn.,15,100,20,,-,6
Water Sport,Water,Status,Weakens the power of Fire-type moves.,-,-,15,,-,3
Waterfall,Water,Physical,May cause flinching.,80,100,15,TM98,20,1
Wild Charge,Electric,Physical,User receives recoil damage.,90,100,15,TM93,-,5
Will-O-Wisp,Fire,Status,Burns opponent.,-,85,15,TM61,100,3
Wing Attack,Flying,Physical,,60,100,35,,-,1
Wish,Normal,Status,The user recovers HP in the following turn.,-,-,10,,-,3
Wood Hammer,Grass,Status,User receives recoil damage.,120,100,15,,-,4
X-Scissor,Bug,Physical,,80,100,15,TM81,-,4
Yawn,Normal,Status,Puts opponent to sleep in the next turn.,-,-,10,,-,3
Zap Cannon,Electric,Special,Paralyzes opponent.,120,50,5,,100,2
Zen Headbutt,Psychic,Physical,May cause flinching.,80,90,15,,20,4
Zippy Zap,Electric,Physical,High critical-hit ratio.,50,100,15,,,7
